0,1,2,0.00027401804
0,2,5,0.00086990476
0,5,11,0.00050128467
1,1,12,0.0012456652
1,3,8,0.00025490604
1,5,4,0.000403892
2,2,0,9.3329845e-06
2,4,2,0.016599786
3,1,5,0.0021967555
3,2,5,0.00067519036
3,5,10,0.00029529422
4,3,2,0.008187302
4,4,3,0.004597504
4,5,4,0.0009169757
5,1,5,0.0025504248
5,4,7,0.0036848844
6,3,3,0.0043904874
6,4,3,0.016128536
7,3,3,0.0006751373
7,5,8,0.00015944618
8,1,4,0.0018603447
8,3,10,0.0013879514
8,4,4,0.0027378858
9,2,5,0.0017160624
9,5,6,0.0013725203
