0,1,22,0.01
0,2,21,0.01
0,3,1,0.07
0,4,12,0.02
0,5,15,0.01
1,1,21,0.01
1,2,4,0.02
1,3,19,0.01
1,4,8,0.02
1,5,6,0.03
2,1,5,0.02
2,3,3,0.05
2,4,14,0.02
2,5,7,0.02
3,1,2,0.04
3,2,10,0.01
3,4,2,0.06
3,5,18,0.01
4,1,4,0.04
4,3,5,0.03
4,4,15,0.01
4,5,3,0.07
5,1,19,0.01
5,2,6,0.02
5,4,1,0.04
5,5,5,0.02
6,1,5,0.03
6,2,13,0.01
6,3,10,0.01
6,5,3,0.05
7,1,3,0.05
7,2,11,0.01
7,3,6,0.03
7,4,2,0.02
7,5,5,0.02
8,1,15,0.02
8,2,8,0.02
8,4,3,0.04
8,5,8,0.02
9,2,4,0.02
9,4,5,0.03
9,5,9,0.01
