0,1,16,0.0054020111401904556
0,2,14,0.004500075751292377
0,4,18,0.0034858172044418406
0,5,19,0.004136628200147821
1,2,20,0.005924347405537055
1,3,14,0.004812485600066176
1,4,15,0.0035082261669685125
1,5,15,0.00498314988050933
2,2,11,0.006535626443946626
2,3,13,0.005390508605328913
2,4,26,0.005270743241390748
2,5,16,0.0064525646634494786
3,2,43,0.002347818048930557
3,3,18,0.0030414886429843183
3,4,16,0.006697667661476374
3,5,12,0.005407135999675749
4,1,30,0.004138048725423793
4,2,19,0.005353707016139008
4,3,16,0.005435068215165914
4,4,17,0.006624328005418356
5,1,13,0.0038820474193429193
5,2,11,0.006460111022552266
5,4,22,0.00410368272838593
5,5,25,0.0035026570621531044
6,1,22,0.007529419546091177
6,3,13,0.005429964119713959
6,4,32,0.0024513506961418466
6,5,20,0.0039034846581499348
7,1,15,0.004211389952706754
7,3,18,0.003913031170188444
7,4,17,0.009589421292858192
7,5,18,0.003743734341931127
8,1,14,0.004986827194905046
8,3,11,0.005144296402029725
8,4,22,0.00500005821575961
8,5,13,0.0038347168724581944
9,1,22,0.005250968796830419
9,2,14,0.003032658672169237
9,3,30,0.004457248866042949
9,4,33,0.005812110184276551
