0,3,58,0.0021891918381739717
0,4,64,0.0018543171245374137
1,1,54,0.0029755301771605047
1,2,62,0.0037000199223960867
2,2,60,0.003412401136964092
2,3,77,0.002677575984369964
2,5,62,0.00318069662602463
3,2,75,0.0015234449941171672
3,3,66,0.0014542345868756943
4,3,50,0.003577335947236877
4,4,51,0.003094920480692163
4,5,65,0.00199643998986852
5,1,71,0.002437796813703389
5,2,61,0.003512896105197078
5,4,69,0.0024897972189429378
6,3,69,0.002870204763081996
6,4,60,0.0016436257919016724
6,5,62,0.002381981169978509
7,4,71,0.004401806616477603
7,5,57,0.00228949951880034
8,1,74,0.002740191223257776
8,2,56,0.0028605844654162205
8,5,72,0.0018342300934520812
9,1,61,0.0031148320737668486
9,4,47,0.0050265030644508265
