0,1,53,0.002907328490128049
0,2,36,0.002900935659600566
0,3,63,0.0019973473580513906
0,4,31,0.0029866945518449524
1,1,13,0.00499951484781821
1,2,26,0.005318626054291664
1,5,65,0.002808080923845856
2,1,67,0.0019560502505678156
2,2,66,0.0032301902203299843
2,3,25,0.004427859096606326
2,4,58,0.0029871256549509713
2,5,63,0.003096100678898823
3,3,17,0.0031148981962765957
3,4,51,0.003585109892176642
4,3,62,0.003385778567574785
4,4,66,0.0027482426554792175
4,5,14,0.003825392043579118
5,1,74,0.0023323277843790738
5,2,38,0.004328524049263104
5,3,64,0.00309958863903478
5,5,21,0.0035387930358157294
6,1,19,0.007825741659013119
6,3,54,0.003422587535762503
6,5,61,0.0024076607658739574
7,2,50,0.0031303708350018905
7,4,55,0.005524909979652308
7,5,33,0.0028626798284265816
8,1,16,0.004875823898795978
8,2,71,0.002423343822755071
8,4,59,0.002785693716033804
8,5,68,0.0018677101087626628
9,2,59,0.002148741774128923
9,3,67,0.0024529898900327736
9,4,20,0.006609485196815785
9,5,56,0.002049177837851779
