0,1,60,0.002688638144412516
0,2,53,0.002412114226447042
0,3,53,0.0023515312129732254
0,4,59,0.0021093123349813186
0,5,40,0.0032052908771829456
1,1,52,0.0030732798079854294
1,2,55,0.0038762747585771398
1,4,50,0.002006701468560517
1,5,33,0.004103446106124095
2,1,66,0.0019593947462432193
2,2,36,0.004329110949653058
2,3,61,0.0031843775125553484
2,5,58,0.0033324055626169397
3,1,52,0.0029485692979950608
3,2,29,0.002676325102418005
3,3,45,0.0020906941241285
3,4,65,0.0030933409355584853
3,5,55,0.0028340648644095585
4,1,70,0.002965387209097005
4,2,63,0.0029439071616371307
4,3,49,0.003635528454665708
4,4,31,0.004149402131286138
4,5,63,0.0020392708092150155
5,1,38,0.0032823992106544696
5,2,42,0.004151827614377417
5,4,51,0.003132637994248524
6,2,55,0.0033445239488561654
6,3,40,0.003912170625155953
6,4,39,0.002339940759668775
6,5,56,0.002623505411194112
7,2,64,0.0028982056910788956
7,3,58,0.0026976711547612615
7,4,49,0.006176997823590167
7,5,62,0.0022504426206945904
8,1,36,0.003949787941088049
8,2,43,0.0035286740287493626
8,3,65,0.00227093034862622
8,4,66,0.0026092723247674384
8,5,58,0.0022665279809581922
9,1,48,0.0037255908911577205
9,2,51,0.002304497630557931
9,3,57,0.0028392169274232028
9,4,19,0.006634196618033671
