0,1,8,0.007304085025752103
0,2,25,0.003922871983999795
0,3,64,0.0019684670742341095
0,5,10,0.005902722065548756
1,2,32,0.004983155247810557
1,3,26,0.0034713465553573015
1,5,59,0.0030901337688382462
2,1,63,0.001999922546341508
2,2,54,0.0036928806604486337
2,4,6,0.008311907934438777
2,5,47,0.00370196462896335
3,2,55,0.002105361556995759
3,3,48,0.002023252750869404
3,4,14,0.006815650049519253
3,5,68,0.0024443695181478
4,2,40,0.003355368663809953
4,3,14,0.005647482057428852
5,1,17,0.003607985696956356
5,3,68,0.0030327046564244415
5,5,8,0.005166685772012862
6,3,29,0.00440614460611309
6,5,43,0.002971319128519101
7,2,68,0.002850378491112849
7,4,25,0.007895247297766236
7,5,51,0.002430421775746163
8,4,21,0.00502493953120054
8,5,18,0.0032973185565718954
9,4,9,0.008992732971948537
9,5,30,0.0033900782160516106
