0,3,57,0.002233238940753735
0,4,44,0.0025593747848790347
0,5,70,0.0023364241608241462
1,1,58,0.0026388495064920033
1,2,73,0.003237488386143756
1,4,57,0.0018422523397496416
1,5,48,0.003558709315770548
2,2,61,0.003410422725782332
2,3,80,0.0026117972442303056
2,5,64,0.0029896215295752474
3,2,50,0.0022181651079774827
3,3,59,0.0016251567579218546
3,5,56,0.0028124409860080437
4,1,52,0.0036285327384107937
4,4,60,0.002827831948235239
5,1,56,0.0028591352035598344
5,2,81,0.0028588930272766245
5,4,60,0.0027313372798026597
6,4,24,0.0027701979673498763
6,5,69,0.0021740935774518344
7,1,56,0.0027373862093056592
7,3,68,0.002258239528780584
7,4,47,0.0063573412251791105
7,5,54,0.002396735407338892
8,1,61,0.0032701287691798146
8,5,63,0.002178944091049241
9,1,62,0.003086031467973563
9,2,50,0.0023062197831062842
9,3,53,0.002911654626165398
9,4,46,0.005080417037841865
