0,1,10,0.007072332789991724
0,2,9,0.004977349183233264
0,3,17,0.0035604659559433736
0,5,26,0.003647927019700778
1,1,34,0.004181971738653999
1,2,19,0.006024959675890999
1,3,19,0.004345648632917843
1,4,27,0.0026951003859526147
1,5,23,0.004462928527462519
2,1,13,0.0034912121123738633
2,2,17,0.005911232875840477
2,3,31,0.00417275952741411
2,4,8,0.007621853197088703
2,5,18,0.005605377030355999
3,1,16,0.0052860311503537954
3,2,38,0.0024268254436276395
3,3,27,0.0027245236317398475
3,4,9,0.007478962076258556
3,5,26,0.004118246337174063
4,1,48,0.0036678547062977142
4,2,14,0.005838149488540812
4,3,32,0.004348405517558002
4,4,13,0.0068465587838372755
4,5,12,0.003903676291976119
5,1,22,0.003547418342922435
5,2,26,0.005007399238283899
5,3,15,0.005287006713789197
5,4,21,0.004129568823278279
5,5,12,0.004418693430797132
6,1,9,0.009169347254220087
6,3,20,0.004954918855362308
6,4,43,0.0021256435822296117
6,5,16,0.004202685438936388
7,1,8,0.005201936281405477
7,2,23,0.004052144384115598
7,3,20,0.0037694441806326758
7,4,12,0.010510875190388685
8,1,35,0.003957822799775788
8,2,13,0.005225884191235857
8,3,17,0.0046401894819833095
8,4,14,0.005606493662369501
8,5,23,0.003209407391358064
9,1,36,0.0044581691708611175
9,2,17,0.002979289064387708
9,3,20,0.004950809915380814
9,4,49,0.00496385630588262
9,5,11,0.005771614032287683
