0,1,32,0.003790273302468124
1,2,56,0.003839765168042323
1,4,64,0.00166484596306673
2,4,47,0.0033835462452411467
2,5,68,0.002887085213184061
3,3,64,0.001532427713390638
3,4,49,0.0037148465251615383
3,5,48,0.003160851273088262
4,2,27,0.0044614168869790615
4,3,65,0.0032928013882210826
5,3,43,0.0035050790276007298
5,5,15,0.003916014964386486
6,1,66,0.0036449989777150886
6,4,69,0.0014703773535585038
7,1,61,0.00242335020399049
7,5,15,0.004238666489072682
8,3,32,0.0034234659598944605
8,4,29,0.0043240189140475215
9,2,38,0.0025722516667128336
9,5,26,0.003689566945059807
