0,1,55,0.0028358046849084983
0,3,45,0.002550718452693058
0,4,8,0.004147546218468148
1,1,57,0.002777332581852608
1,2,77,0.003103466907713609
1,4,19,0.003226824100746482
1,5,47,0.00360740380496821
2,2,46,0.003867688370723511
2,3,60,0.0032989603843359664
2,4,29,0.0044024374392645895
2,5,54,0.0035616246612272216
3,2,20,0.0029439128777963915
3,3,24,0.0028266988789194497
3,5,52,0.0030793133474502415
4,1,14,0.004863436786712773
4,5,42,0.0026243796540488537
5,1,68,0.002501932639024526
5,3,41,0.0036747238951284774
5,4,23,0.004022480396901924
6,3,68,0.0029063670585285414
6,4,9,0.0037672509318356583
6,5,37,0.003119767359183107
7,1,29,0.003637623419178611
7,2,44,0.0032333572013016625
7,3,21,0.0037539186940100176
7,4,58,0.004992665781967765
8,1,38,0.003926818398663647
8,2,29,0.003834133022746317
8,3,61,0.0023869823668054156
8,4,61,0.002675197731562673
8,5,66,0.002102980474079226
9,1,45,0.003758222714645091
9,2,63,0.002058113076213214
9,3,13,0.006119761716686427
9,4,58,0.004500549156222639
