0,1,68,0.002480753056000093
0,2,1,0.015113418265128737
0,3,7,0.005491494290958017
0,4,9,0.004101426002236151
1,1,21,0.004614810417547328
1,2,12,0.007283680884949996
1,3,5,0.006979104488723898
1,4,68,0.0015463474299309567
1,5,5,0.007643073550987378
2,1,6,0.006111587381169808
2,2,55,0.003667361945423052
2,3,3,0.008709686762287394
2,4,35,0.003776204262338709
2,5,5,0.007701478288755074
3,1,24,0.004530334949545248
3,2,6,0.0036114329177667475
3,3,4,0.006233077746839774
3,4,4,0.009177153433723616
3,5,61,0.0026369962697138658
4,1,34,0.00410697744296652
4,2,2,0.011656126439832468
4,4,12,0.007164596399459191
4,5,3,0.009170370377742086
5,1,80,0.002169614333287293
5,2,3,0.008826601099522423
5,3,4,0.009368583102436438
5,5,6,0.007698825734217352
6,1,44,0.004345915826437061
6,3,4,0.006754256694880605
6,4,6,0.004825522048735781
6,5,8,0.006647037424188959
7,1,5,0.00830426545343817
7,2,62,0.002926125122240738
7,3,50,0.0028276697773322373
7,4,4,0.01709646124936001
7,5,6,0.006309277588648662
8,2,9,0.006426419152747112
8,3,6,0.008636846285751761
8,4,35,0.0036390867993922487
8,5,7,0.00508146117114591
9,1,12,0.006203052984409137
9,2,4,0.004244680313953206
9,3,5,0.007971489893818184
9,5,5,0.008985299855826889
